text,label,label_name,is_synthetic
Only fw bad bitches iont do no mediocre...,1,offensive_language,False
RT [USER]: wow well aren't you just a fucking cunt :),1,offensive_language,False
[USER] don't be a pussy. Also there is beer AND FREE PIZZA HERE. I SWEAR,1,offensive_language,False
"RT [USER]: The ones we really like , we can't get. But if you got the one you really like then you a lucky bitch.",1,offensive_language,False
When I step off in da club niggas give me daps and hugs hoes swinging dey eye ik one thing right they wanna fuck,1,offensive_language,False
[USER] I see da dayd presidents coz my bitches and hoes be makin money day way,1,offensive_language,False
[USER] like bitch and a gram,1,offensive_language,False
[USER] wtf I DMd you bitch,1,offensive_language,False
These days bitches be just letting anyone hit raw !!,1,offensive_language,False
My bitch get on my nerves,1,offensive_language,False
[USER] I didn't know that was a fad sounds fucking retarded haha,1,offensive_language,False
Why would you think Common is trash? Tf,2,neither,False
"RT [USER]: &8220;[USER]: Nah nigga you blowin dick ""[USER]: Smoking that exotic bitch blowin O's"" [URL]",1,offensive_language,False
[USER] if bitches Tryna step to us [URL],1,offensive_language,False
&8220;[USER]: I dont trust girls&8221; cant trust these hoes,1,offensive_language,False
"RT [USER]: Ok, I gotta cut this Carl Thomas album off b4 I call my ex &amp; say fuck u u ruthless bitch. Lol",1,offensive_language,False
Put yo bitch in the figure 4 and bedrock her,1,offensive_language,False
Add my snapchat lil bitch: TreVaughn3,1,offensive_language,False
"RT [USER]: ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga, fuck yo birthday",0,hate_speech,False
Lol RT [USER] Most chicks that go to Enon are hoes or reformed hoes,1,offensive_language,False
Brilliant job by [USER] to limp it back to the pits without causing a yellow. Wish he didn't need to though. PLM,2,neither,False
[USER] [USER] I'm on this hoe like this every night just be tweeting bullshit,1,offensive_language,False
I'm not going to chase a dumb bitch,1,offensive_language,False
"""[USER]: Chase money &128176; not &128581; hoes &128111; &128175;&128175;""&58399;&58399;&58399;&58399;",1,offensive_language,False
[USER] taking off like a bitch bra,1,offensive_language,False
Charlie and I!:) love that dog!!:) [URL],2,neither,False
I'm so sick of u niggers...,0,hate_speech,False
Lmfao watching Brokeback Mountain with Taylor cuz we've both never seen it aha queers [USER],1,offensive_language,False
My po heart still beatin fast da way dat nigger scream into dat microphone. I felt like I be at da welfare office and cut da line,1,offensive_language,False
"[USER] omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol",2,neither,False
RT [USER]: Quit it with that you got hoes shit you ain't got a got damn thanggg witcha ugly ass !!!!!!!,1,offensive_language,False
My cat is fighting the street cat carry through the glass in my room. What the hell. stfu pussies,1,offensive_language,False
Breakfast of champions shrimp lobster balls (no sandusky) French fries nd a nice big Quahog (clam for&8230; [URL],2,neither,False
[USER] [USER] teaching that pretend son to b a pussy! his son would have LACE ON HIS JOCK STRAP!,0,hate_speech,False
[USER] man damn dude come get this bitch lml,1,offensive_language,False
You hoes are in for a pleasant surprise &128540;&128527;,1,offensive_language,False
You niggaz is bitches better yet actresses da k hit ya ass nd flip you like a pissy mattress,1,offensive_language,False
[USER] &128514;&128514; I'm Finna DM you the pic Bruh these hoes funny,1,offensive_language,False
I don't talk to niccas I talk to god we can relate,1,offensive_language,False
"&128128; RT [USER]: ""OMG LIL B FOLLOWED ME YASSSS"" bitch he follow everybody shut yo ass up",1,offensive_language,False
RT [USER]: [USER] lol and your response was bitch do I like pregnant?,1,offensive_language,False
[USER] [USER] [USER] so if your 17 and in high school you dont have your own house you fucking faggot,0,hate_speech,False
RT [USER]: [USER] bitch waaaaaa??,1,offensive_language,False
RT [USER]: &8220;[USER]: [USER] my bitch bruhhh !!!&8221; My nigga my nigga &128541;&128540;&128536;,1,offensive_language,False
RT [USER]: &8220;[USER]: This bitch is too real LOOOOOOL [URL] yaga !!!!&8221;&8221; &128514;&128514;&128514;&128514;&128514;&128514;&128514;&128514;,1,offensive_language,False
"RT [USER]: ""youre becoming a real bitch on this car ride."" - john on me not caring whether or not fountains of Wayne makes money on tour",1,offensive_language,False
[USER] Why do you bitch about everything?,1,offensive_language,False
1 thang i know these bitches come n go so keep em out your bussiness,1,offensive_language,False
RT [USER]: what does the fox say bitch?,1,offensive_language,False
"niggas talk bout hoes, but the same hoes be in their beds at night ctfuu",1,offensive_language,False
Everyone liked evil me. This me is a pussy. Fuck compassion.,1,offensive_language,False
These hoes gettin replaced soon as they start to fuck wit my cheques,1,offensive_language,False
"[USER] and how am I assume shit ,hmm cuz u don't know what fuck u talking about crackers these days.",0,hate_speech,False
I realized Tacal is a bitch,1,offensive_language,False
RT [USER]: Ima make you my bitch &128521;,1,offensive_language,False
RT [USER]: Luv n hip hop checks drying up bitches turning to insurance scams! [URL],1,offensive_language,False
"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' [URL]",2,neither,False
Sex should be a reward in a relationship. Nigga has never done anything for you whatsoever yet you still give him the pussy...smh,1,offensive_language,False
wallah I fucking hate this fuckin mexican bitch so much.,1,offensive_language,False
RT [USER]: [USER] ya by being your bitch;),1,offensive_language,False
RT [USER]: my inner nigger is coming out,0,hate_speech,False
Uhhh bitch,1,offensive_language,False
[USER] [USER] you watching this trash?,2,neither,False
I couldn't press send. That tweet about anchor babies was even too raw for me.,2,neither,False
RT [USER]: These hoes... Smh [URL],1,offensive_language,False
Watch out ned! crc worldcup2014 puravida [URL],2,neither,False
[USER] go eat bear shit you fuckin yokel,1,offensive_language,False
Spiff tryna hoe,1,offensive_language,False
"[USER] shut yo beaner ass up spic and hop your faggot ass back across the border little nigga, go listen to some pitbull",0,hate_speech,False
RT [USER]: To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game. Wor&8230;,2,neither,False
What's a trash party ?,2,neither,False
These hoe ass niccas talkn shyt about a nicca make a nicca wanna go and snatch the bitch up outta nicca,1,offensive_language,False
Lmaooo naw man RT [USER] Yo want in RT [USER]: U serious bro?? lol RT [USER] 2-3:10am early bird special,2,neither,False
RT [USER]: &8220;[USER]: I want subway cookies&8221; dem bitches do sound good rn&128514;&128551;,1,offensive_language,False
He's going to be someone's bitch &8220;[USER]: He bought to catch hell in cell block D. They fuck up men who are rapist and child molesters.&8221;,1,offensive_language,False
"Cuffing is a no no. My ring finger? Stay solo. Why be in a relationship, if you not letting your hoes go?",1,offensive_language,False
I chase bread over hoes cause i never met a dollar i aint like Facts,1,offensive_language,False
2 iubb games when im in bloomington btown how good is that?! ncaa basketball college Indiana iu hoosiers,2,neither,False
RT [USER]: Thanks to Mr Wilson for passing along this tremendous responsibility. My sole focus is to empower our leadership to bui ...,2,neither,False
"I lost it. ""you think you're too good for me? you paper bitch!"" and I fell on the bed and I fell off the bed and I slept on the floor.",1,offensive_language,False
Dumb bitch,1,offensive_language,False
"[USER] [USER] he's a better trainer, Jillian really acts like a bitch sometimes!",1,offensive_language,False
Tired of these hoes breathing my air.,1,offensive_language,False
Only white trash would call slants and hindis and moslems their equals.,0,hate_speech,False
[USER] [USER] too many little whiney bitches in AMERICA. Someone to CRY about ANYTHING! IE: Kids MUST WEAR Bicycle Helmets!,1,offensive_language,False
RT [USER]: RT [USER]: Most trash Halloween candy of all time. Don't debate me on this [URL],2,neither,False
"RT [USER]: a girl tweeted ""you might be ghetto if u bring food from outside into the movies"" no u might be stupid if u pay 4.99 for a&8230;",2,neither,False
This niggah aaron had me weak last night!,1,offensive_language,False
RT [USER]: Red Hot Chili Peppers with the longest nip-slip in Super Bowl Half Time Show history.,2,neither,False
"RT [USER]: ""You curse too much"" bitch you breathe too much, shut the fuck up",1,offensive_language,False
"Someone tell me where the drinks at. Where the bitches at. You fucking on the first night, meet me in the back. game",1,offensive_language,False
I find it FUNNY ASF how people will try and tell you how you should live YOUR life. Like bitch! Stay in my shadows thank you lol &128514;&128514;,1,offensive_language,False
RT [USER]: U gotta be a pathetic bitch to ride by another females house looking for a nigga that ain't yours smh,1,offensive_language,False
RT [USER]: [USER] screaming like a little bitch lmaooo,1,offensive_language,False
"Marijuana, hydro, pussy hoe, ass titties",1,offensive_language,False
[USER] [USER] [USER] &lt;&lt;&lt; Getting his ass pounded &amp; loving it! I'm done with this GAY whiney bitch. NEXT......,1,offensive_language,False
RT [USER]: Bitches eyebrows be on FlEEK &128064;&128551; Loyalty on Weak &128581; edges incomplete &128134; and pussy on REEK &128553;&128567;&127887; &128514;,1,offensive_language,False
Im n a tight circle bitch you can't get thru dis loop,1,offensive_language,False
"[USER] you're welcome, I miss you too nig nog",1,offensive_language,False
"RT [USER]: Omg i was coughing and saw wiggas tweet &58386;&58386;&58386;&58386; the fuckkk lol. talk about choking , &58385;&58386;&58385;&58386;&58386;",1,offensive_language,False
&128557;&128557; RT [USER]: Welp RT [USER] The prettier bitch usually loses lol this Is science,1,offensive_language,False
"RT [USER]: If I hit ya nigga , bitch I'm sorry &128520;&128526;",1,offensive_language,False
"[USER] he's a little bitch in general , fug Seattle",1,offensive_language,False
Wut a bitch,1,offensive_language,False
&8220;[USER]: Had to unfollow that bitch .. thot bitch got me fired from Sonic&8221;she must've tweeted,1,offensive_language,False
RT [USER]: This nigguh Chris Paul,0,hate_speech,False
RT [USER]: lol Lebron bitch ass always making a spectacle look at me ass nigga,1,offensive_language,False
"""[USER]: No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol",1,offensive_language,False
Stephen the threat about your brother doesn't scare me. Quit runnin your fuckin mouth &amp; you won't have to hide behind your brother bitch boy,1,offensive_language,False
RT [USER]: I swear bitches fall over niggas who don't believe in combing their hair,1,offensive_language,False
RT [USER]: Warm that pussy up,1,offensive_language,False
RT [USER]: you bitches make everything a relationship goal.,1,offensive_language,False
"RT [USER]: We always bitch about the opposite sex when we're equally just as scandalous. Not all, but a large sum. Hypocrisy at it&8230;",1,offensive_language,False
[USER] this bitch not tellin me,1,offensive_language,False
"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers morningjoe",2,neither,False
RT [USER]: &128514;benzino bitch wasn't ready &128557;&128557;&127821;,1,offensive_language,False
[USER] i thought i was the ghetto word for babe,2,neither,False
"I be drippin in so much damn sauce, got bitches ready to lick it off &128514;&128527;",1,offensive_language,False
"RT [USER]: To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots.",0,hate_speech,False
RT [USER]: Media be like: *Muslim whale attacks US Navy* *Muslim tiger attacks Zookeeper* *Muslim bird attacks Eiffel Tower* *Mu&8230;,2,neither,False
"[USER] I'm crazy, and Wayne can rap about pussy 3 songs in a row",1,offensive_language,False
[USER] [USER] sleep niggah! Lol,1,offensive_language,False
I'm pissed off bitches on my dick but shit my dick soft CAUSE THE WAY YOU CARRY YOURSELF GOT ME TICKED OFF I ain't tryin to be Rick Ross...,1,offensive_language,False
[USER] We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.,0,hate_speech,False
That was deep.... like yo mommas pussy deep.,1,offensive_language,False
breh it's a polygamist town in arizona if u wanna have bitches on deck move there,1,offensive_language,False
[USER] bitch fuck you get out my mentions malzeno!,1,offensive_language,False
"RT [USER]: A couple &128107; is ""A couple"" &128076; Not ""A couple &amp; one"" &128107;&128694; Not ""A couple &amp; some"" &128107;&128582;&128581;&128129; Not ""A couple &amp; plenty"" &128107; &128131;&128131;&128131;&128131;&128131; No hoes No &8230;",1,offensive_language,False
New [USER] jersey should be yellow with a green chevron stripe like charlie brown's jersey,2,neither,False
!!!!&8220;[USER]: cause I'm tired of you big bitches coming for us skinny girls!!&8221;,1,offensive_language,False
[USER] you're not fucking relevant... you get followers from follow trains and then unfollow people because you're a faggot...,1,offensive_language,False
Kratataaaaa swag bitch,1,offensive_language,False
&8220;[USER]: Watch: Prust tries to hit Hank during break play [URL] [USER] pussy attempt by a pussy mtlhockey,1,offensive_language,False
RT [USER]: If I was Obama Id call a press conference &amp; slit joe bidens neck on live tv just 2 show these crackers I mean business&8230;,0,hate_speech,False
this shit so trash lol,1,offensive_language,False
H8 fake bitches,1,offensive_language,False
Im tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face. That shit is bitch made.,1,offensive_language,False
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... [URL],2,neither,False
[USER] [USER] Brah *falls out* white bitches crazy,1,offensive_language,False
"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas.",0,hate_speech,False
"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",2,neither,False
I swear ain't nothing worse than a bad bitch that lost it,1,offensive_language,False
"RT [USER]: Y'all niggas ain't low tho. Y'all really be comin at these bitches on here then when they curve u, u act like u was playing&8230;",1,offensive_language,False
[USER] [USER] you talkinfgalot of shit but you cant back dem words up tho bitch ass nigga u not talking about fighting,1,offensive_language,False
This lil Thot bitch really tried to run game on me,1,offensive_language,False
These niggas be actin like bitches,1,offensive_language,False
RT [USER]: &8220;[USER]: I'm not the type of guy to bitch about how hot it is but it's about to be 11 and I'm still sweating&8221; q&8230;,1,offensive_language,False
IG be the bid bitches an these dumb ass faces lol,1,offensive_language,False
[USER] I smiled first and then you mugged . So of course ima mugg back. Can't bitch out lol,1,offensive_language,False
"""[USER]: Im a boss ass bitch"" ...that needs to sit in a corner",1,offensive_language,False
Charlie horses suck ass ouch,1,offensive_language,False
[USER] mk Hun just textith me,2,neither,False
"RT [USER]: Will Coakley go 0-2 in ""can't lose"" races? RT [USER]: wow, just wow -- [USER] : Charlie Baker for Governor htt&8230;",2,neither,False
Someone please bring me Goldfish crackers,2,neither,False
my mom tried to get me to buy beaner boots bc they were on sale like I'm not in a mariachi band please stop.,0,hate_speech,False
we dem birds.,2,neither,False
[USER] that means you're balling if you're Jewish lol I don't love hoes lol,1,offensive_language,False
RT [USER]: Friday 6pm [USER] Vivek Balk: Bengali Harlem &amp; the Lost Histories of South Asian America [URL] &8230; @&8230;,2,neither,False
"[USER] need to get outta that bitch, meridian all bad now but as long as you getting that paper you good.",1,offensive_language,False
dont make direct eye contact with anything..birds cats nothing lol RT [USER]: I'm going out west to bu (...) [URL],2,neither,False
[USER] thats why the hoes love her...they can relate to being lonely &amp; depressed lol,1,offensive_language,False
[USER] [USER] a judge that was appointed by obama who here doesnt see the agenda fucking crooked bitch,1,offensive_language,False
My bitch pussy got hella powers,1,offensive_language,False
"RT [USER]: ""My ex girlfriends telling people I sell pills and coke. Retweet if she's a bitch."" - Durant HS",1,offensive_language,False
Still downtown with these bitches.,1,offensive_language,False
LA M&193;QUINA Una vez en Jap&243;n 5 japoneses crearon una m&225;quina que atrapaba ladrones. Primero la m&225;quina la... [URL],2,neither,False
"RT [USER]: ""She still a bitch"" RT [USER]: Lol so what do you tweet if you lose?",1,offensive_language,False
With a pussy mullet,1,offensive_language,False
RT [USER]: Amo a esa gente que me odia.. [URL],2,neither,False
RT [USER]: Just barrass Meez ctfu um zoned out wit my fro out while um hitin hoes from da back comebacktoreality,1,offensive_language,False
[USER] awe boy your shirt tight than a bitch in that avi polo man turnt into a wrestler fat ass lil boy,1,offensive_language,False
"RT [USER]: Hit the bitch nd forget the bitch, but i left my kids on her fuckin face",1,offensive_language,False
I just want the bad hoes and I wanna reach the children,1,offensive_language,False
[USER] fuck you bitch smd,1,offensive_language,False
Nicca In my DM talkn bout follow his Instagram .. Lame nicca I now no longer follow you on twitter .. WhereTheyDoThatAt,1,offensive_language,False
[USER] [USER] mmm where the fuck is that at honkey? U need to wake up and realize its 2013 and get off of the skin,1,offensive_language,False
The Redskins trash as fuck for not getting that,1,offensive_language,False
RT [USER]: Never invest money into a broke bitch ..,1,offensive_language,False
RT [USER]: i have never screamed so much like a little bitch just from A FUCKING VIDEO GAME IM LEAVING EARTH I-G-G-BYE,1,offensive_language,False
"BigBird was made by a gay couple. So yes, under a GOP world the bird would not have existed since its creators would be in jail for sodomy.",2,neither,False
[USER] lol it's gonna be so fun got two niglets on the way,1,offensive_language,False
[USER] [USER] me n glo boy will get young chop in that bitch too,1,offensive_language,False
RT [USER]: gimmmmmie a hoodrat bitch,1,offensive_language,False
[USER] i wanna be that white nigga chillin in my mini cooper just throwin money at bitches,1,offensive_language,False
I've pretty much eaten an entire box of my nephew's cheese nips. I only feel bad a little.,2,neither,False
RT [USER]: Don't know how you Yankees fans listen to Kay every night. Absolutely brutal. Just nonsensical blah blah blah blah. Radio n&8230;,2,neither,False
RT [USER]: [USER] doing nothing as an agenda. unbelievable that the Dems failed to use that against the teabaggers. [USER]&8230;,2,neither,False
"Summer is over, so all you half naked hoes are gonna have to find a personality now. &128129;",1,offensive_language,False
[USER] your picture makes you look like a serious fag. justsayin lol,0,hate_speech,False
But yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her. Fuck you lil niggas.,1,offensive_language,False
RT [USER]: RT if your team is trash,2,neither,False
henny cups on all that ice bitch i'm froze up,1,offensive_language,False
RT [USER]: Back in this bitch,1,offensive_language,False
"When niggas wanna cheat they start an argument with their girl... ""bitch i told you i hate ketchup on my hotdogs, fuck this im out""",1,offensive_language,False
RT [USER]: It's [USER] birthday I wish you many big booty hoes mane. Shit ima turn up for your birthday too,1,offensive_language,False
"RT [USER]: For all you bitches that think you're a ""bad bitch"", please tell that to Rhonda Rousey.",1,offensive_language,False
8/10 of the girls u went to hs with look horrible now but don't wanna believe it....I'm bout to piss them Facebook hoes off with this,1,offensive_language,False
[USER] [USER] I could have that chick there boobs in my face and score the fight better than the bitch that made it 114-114,1,offensive_language,False
RT [USER]: This bitch on Maury a thug,1,offensive_language,False
RT [USER]: Not all black girls are ghetto&128530;,1,offensive_language,False
Lol bitches be hella mad about they exs like why can't you be friends and forget about the past,1,offensive_language,False
None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...,0,hate_speech,False
RT [USER]: Stop being a little bitch and fuckherrightinthepussy,1,offensive_language,False
"It's weird but I miss Robertson Screwdrivers :( --&gt; From &8216;toque&8217; to &8216;mickey,&8217; ten Canadianisms :: [URL] via [USER]",2,neither,False
im a dope ass nigga and these bitches hella sober,1,offensive_language,False
RT [USER]: teabagger math [URL],2,neither,False
Date a thug because you know they won't pussy out when it comes to defending you. felonsplease,1,offensive_language,False
"MentionADislike hoes thinkin they bad even if they are I will tell her ""bitch calm down u average""",1,offensive_language,False
"My dad's friend was telling my dad and I about how he ""got some good pussy last night"", and how she was a ""good lay"". It was a real bummer.",1,offensive_language,False
RT [USER]: U can't turn a hoe into a housewife hashtag tupac,1,offensive_language,False
RT [USER]: New avi thanks to b Oreo,2,neither,False
"Bitches be tambout ""my party""..... no bitch, its everybody party....",1,offensive_language,False
[USER] I called him a pussy and got blocked real quick by him and Bobby Kelly. I cant say I upset about it.,1,offensive_language,False
Who the fuck made this cunt the authority on men?,1,offensive_language,False
[USER] hey turd cutter...stop tweeting juvenile shit and DO YOUR JOB....idiot teabagger,1,offensive_language,False
It pissrs me tf off when I call you back a half a second later nd you dont answer. You a bitch ass nigga for that,1,offensive_language,False
[USER] no clue but these bad hoes ain't really bad,1,offensive_language,False
[USER] dying? oh bitch. exit my mentions. her last era was huge. 1 album. 1 tour. golden globe (cont) [URL],1,offensive_language,False
&8220;[USER]: 100% of the female population needs to stop being such a bitch&8221;,1,offensive_language,False
She know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off dec !,1,offensive_language,False
"RT [USER]: "" these hoes ain't loyal "" duhh BITCH she a HOE !!!!!!",1,offensive_language,False
We don't love these hoes,1,offensive_language,False
Angel stop rting that fugly bitch,1,offensive_language,False
Going for a bitch nigga neck cause nigga am Rollin,1,offensive_language,False
real nigga shit she wanna be a righteous young rich nigga bitch,1,offensive_language,False
Quit talking shit you fucking faggot. You're seriously just mad bc no one wants you. Who the fuck do you even think you are?,1,offensive_language,False
RT [USER]: pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga with &8230;,1,offensive_language,False
the fact that Soulja Boy on 2 dif reality shows wit 2 dif bitches..,1,offensive_language,False
pussy ppppoppin on my poppers so the cops see bitcheZzz,1,offensive_language,False
"Roll tide, bitches",1,offensive_language,False
&8220;[USER]: [USER] [USER] DAMN I ALWAYS BE TWEETING YOU HALFASSED TWEETS &128514;&128514;&128514; I meant to say hoes&8221; still dont make sense..&128529;&128533;&128514;,1,offensive_language,False
RT [USER]: [USER] bitch spoil me,1,offensive_language,False
"RT [USER]: I finally realize that these bitches just wanna see me down , wanna see me fall",1,offensive_language,False
"[USER] am done are acting like a little bitch. My 5 year old nephew realer then your scary ass, sunset is not a time u dumb fuck",1,offensive_language,False
RT [USER]: Phat pussy is the best pussy &128526;,1,offensive_language,False
RT [USER]: You niggaz really think yo niggaz/n yo bitch solid guarantee yo nigga will hav her choosin n wont tell ya,1,offensive_language,False
If i wasn't a Yankee fan i probably would be a SF Giants fan LOL,2,neither,False
My nigga got me hanging out with his fat catfish bitch smh,1,offensive_language,False
"[USER] [USER] Yes, sorry grant, i'm a bitch so i'm going to ignore you like most libtards ignore the majority voice....",1,offensive_language,False
"RT [USER]: Seriously, Florida. A vote for Charlie Christ is a vote for taxes and ebola.",2,neither,False
This subway worker is being a major bitch to a soldier. come on show some respect,1,offensive_language,False
RT [USER]: IF A SINGLE WASP COULD READ THESE WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &8230;,2,neither,False
You're a stupid fucking bitch,1,offensive_language,False
"Damn ""[USER]: It's kinda trash man RT ""[USER]: How many of you actually have had a threesome. Honestly""""",1,offensive_language,False
Its obvious the bitch is still immature and havent let go of the past yet. Just face it. You fucked up a good thing,1,offensive_language,False
RT [USER]: Unloyal girls turn good guys into assholes. And unloyal guys turn good women into bitches.,1,offensive_language,False
bitch goin downnnn hillllll,1,offensive_language,False
When a niggah think he gon come in-between me and my bestf &128514;&128514;&128514;&128514; I'll fuck you and her up &128514;&128076;,1,offensive_language,False
This bitch Gmfu.,1,offensive_language,False
[USER] Because you're a fag,0,hate_speech,False
RT [USER]: If you're a bad bitch why're you wearing sneakers?,1,offensive_language,False
LMAO. Twitter little bitch ass site . I need to start using this hoe more.,1,offensive_language,False
i need one of these around the world twitter bitches cause these local facebook hoes aint cuttin it lol,1,offensive_language,False
"RT [USER]: ""[USER]: My ears look good &128525;&128525;&128525;&128525;&128540;&128541;&128513; [URL] hoe in yo background",1,offensive_language,False
"&8220;[USER]: [USER] what's good, family?&8221;in the gym looking at hoes hit u later",1,offensive_language,False
"RT [USER]: im not finna beg a nigga to fwm, nor will I beg a bitch to be my ""friend"" &128514; fuck y'all thought?",1,offensive_language,False
RT [USER]: hoes be mad at you cause your nigga wanted you over her &128564;,1,offensive_language,False
I'm just sayin. That's my baby &amp; I already told you bitches.. &128076;,1,offensive_language,False
"porn,android,iphone,ipad,sex,xxx, | XXX | homemade pussy eating &8211; [URL] [URL]",1,offensive_language,False
[USER] [USER] keep these hoes on yet toes ! Don't tell them nothing &128514;,1,offensive_language,False
RT [USER]: Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&8230;,1,offensive_language,False
&8220;[USER]: [USER] [USER] Orton is trash idc&8221; he ain't been playing. Trashlex Smith only sat out Kaep took his spot.,2,neither,False
"I fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. Crazy.",1,offensive_language,False
I don't love you hoes.,1,offensive_language,False
That bitch better be happy about that 20$ tip.,1,offensive_language,False
[USER] bitch kill yo self,1,offensive_language,False
RT [USER]: Fuk being on some chill shit . I go 0 to 100 hoes real quick. &128526;,1,offensive_language,False
"Same. RT [USER] That was back when i found myself listening to mad """"""""""""real hip hop"""""""""""". Zero bitches in sight",1,offensive_language,False
RT [USER]: I hate when people think I'm mad or sad cause I'm not talking.. nah I'm chillin bitch.,1,offensive_language,False
"No. Its wrong to try to change faggots&gt; There is no ""therapy"" so tcot should understand and sympathize like they are retards&gt;",0,hate_speech,False
I already know you trash if being tatted is on the list of things you want in a nigga..,0,hate_speech,False
[USER] haha you bitch &128514; really tho it will be good to catch up yo ! It was pretty fun last time we chilled,1,offensive_language,False
[USER] speaking about me all the time tryna make me look bad like you wasn't just eating my pussy .,1,offensive_language,False
Goodnight pretty bitches n real niggas fuck da rest,1,offensive_language,False
RT [USER]: So it's rude to talk about fat bitches but it's cool to talk about skinny bitches?! Cus I know alot of thick hoes on the ver&8230;,1,offensive_language,False
I almost beat that bitch up.,1,offensive_language,False
"""[USER]: Stacey Dash won &128166; [URL] baddest bitch evaaaa",0,hate_speech,False
"""[USER]: I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &128064;&128064;&128056;&9749;",1,offensive_language,False
Today is fun but tuesday will be awesome. IU v michiganst 1UBB hoosiers,2,neither,False
These hoes everybody hoes lol go at any bitch bet u get her easy !,1,offensive_language,False
RT [USER]: This bitch needs to be ray rice'd [URL],1,offensive_language,False
"RT [USER]: If a girl sit on your face, and your nose goes into her pussy, and she rides your nose like a bull, she's a keeper.",1,offensive_language,False
"My problem is I got a STRONG ""IDGAF"" attitude. Ion show NO Feelings to these pussy mfs &128175;",1,offensive_language,False
I don't hold feelings for my old flings I jus trade dem bitches in like my old range!! Cap1,1,offensive_language,False
"[USER] [USER] fuck you, stupid ass coward ass punk bitch faggot ass racist piece of shit. Punk. Bitch, ain't worth my time!",0,hate_speech,False
"RT [USER]: You assholes know that referring to a girl as ""bitch"" doesn't make your dick any bigger, right?",0,hate_speech,False
[USER] so some of Yal bitches need to stock up on jello to fix Yal broke up ass personalities &128514;,1,offensive_language,False
[USER] fuck yes we are &128540; triple xp nigguh,1,offensive_language,False
"Yo bitch all over me, I ain't make no commitment",1,offensive_language,False
&8220;[USER]: [USER] lol love you ;)&8221; little bitch,1,offensive_language,False
Jihadis identify a man from Indonesia as the one who carried a massive suicide bombing on Speicher camp Iraq [URL],2,neither,False
She actin b00gie around u cuz she used to them things u cant supply. Fuckin wit mee..cuz Mr.He ain't shit be the first to take a niqqa bitch,1,offensive_language,False
i was lit den a bitch last night,1,offensive_language,False
"Your eyebrows on fleek, but ya pussy on stink",1,offensive_language,False
"RT [USER]: If I hit you wit that shottie bitch, I bet ya body flip ! &128299;&128165;&128165;&128165;",1,offensive_language,False
"""[USER]: bitch couldn't kill my vibe if ya tried. &127752;&127752;&127752;"" dis why i love miley :*",1,offensive_language,False
RT [USER]: I hate a dumb bitch.,1,offensive_language,False
[USER] cocky sons of bitches,1,offensive_language,False
"[USER] that's bc I deleted ""visionary"" once I saw your subtweet. next time just @ me tho. (and I do love jail bird dresses.&128513;)",2,neither,False
"All you bitches know youre trying to find yourself on the website, who are you kidding lol",1,offensive_language,False
[USER] [USER] have fun losing tonight bitch,1,offensive_language,False
"[USER] ahh I see, I'm still a rook about the knowledge of THE hoe. But I'm progressing.",1,offensive_language,False
Wait that's noooo butt naked bitch &128514;&128514;&128514;&128514;&128514; awwwww boy!!!!!!,1,offensive_language,False
RT [USER]: I swear &128514; we in this forever now bitch [URL],1,offensive_language,False
"RT [USER]: Lol RT [USER] Nigga like ""damn why would this bitch do this ? "" I helped your family move and the dryer almost fell&8230;",1,offensive_language,False
Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 [URL],2,neither,False
where my scene hoes at?,1,offensive_language,False
[USER] bitch those are the same options,1,offensive_language,False
JesusChrist was STRAIGHT&gt; That's why the faggots killed him. PERIOD SonOfGod&gt;,0,hate_speech,False
I can't trust a bitch &128175;,1,offensive_language,False
RT [USER]: aight game over. dykes had to ruin it [URL],0,hate_speech,False
[USER] i can't why you up hoe &9825;&9825;,1,offensive_language,False
[USER] bare it bitch. See what I did there,1,offensive_language,False
RT [USER]: Aw y'all some hoes hating on that girl that looks like a dude &128514;&128557;,1,offensive_language,False
